id,label,value
147,00222,0.0
442,002220,0.0
443,002221,0.0
444,002222,0.0
5,01,0.0
16,010,0.0
49,0100,0.0
148,01000,0.0
445,010000,0.0
446,010001,0.0
447,010002,0.0
149,01001,0.0
448,010010,0.0
449,010011,0.0
450,010012,0.0
150,01002,0.0
451,010020,0.0
452,010021,0.0
453,010022,0.0
50,0101,0.0
151,01010,0.0
454,010100,0.0
455,010101,0.0
456,010102,0.0
152,01011,0.0
457,010110,0.0
458,010111,0.0
459,010112,0.0
153,01012,0.0
460,010120,0.0
461,010121,0.0
462,010122,0.0
51,0102,0.0
154,01020,0.0
463,010200,0.0
464,010201,0.0
465,010202,0.0
155,01021,0.0
466,010210,0.0
467,010211,0.0
468,010212,0.0
156,01022,0.0
469,010220,0.0
470,010221,0.0
471,010222,0.0
17,011,0.0
52,0110,0.0
157,01100,0.0
472,011000,0.0
473,011001,0.0
474,011002,0.0
158,01101,0.0
475,011010,0.0
476,011011,0.0
477,011012,0.0
159,01102,0.0
478,011020,0.0
479,011021,0.0
480,011022,0.0
53,0111,0.0
160,01110,0.0
481,011100,0.0
482,011101,0.0
483,011102,0.0
161,01111,0.0
484,011110,0.0
485,011111,0.0
486,011112,0.0
162,01112,0.0
487,011120,0.0
488,011121,0.0
489,011122,0.0
54,0112,0.0
163,01120,0.0
490,011200,0.0
491,011201,0.0
492,011202,0.0
164,01121,0.0
493,011210,0.0
494,011211,0.0
495,011212,0.0
165,01122,0.0
496,011220,0.0
497,011221,0.0
498,011222,0.0
18,012,0.0
55,0120,0.0
166,01200,0.0
499,012000,0.0
500,012001,0.0
501,012002,0.0
167,01201,0.0
502,012010,0.0
503,012011,0.0
504,012012,0.0
168,01202,0.0
505,012020,0.0
506,012021,0.0
507,012022,0.0
56,0121,0.0
169,01210,0.0
508,012100,0.0
509,012101,0.0
510,012102,0.0
170,01211,0.0
511,012110,0.0
512,012111,0.0
513,012112,0.0
171,01212,0.0
514,012120,0.0
515,012121,0.0
516,012122,0.0
57,0122,0.0
172,01220,0.0
517,012200,0.0
518,012201,0.0
519,012202,0.0
173,01221,0.0
520,012210,0.0
521,012211,0.0
522,012212,0.0
174,01222,0.0
523,012220,0.0
524,012221,0.0
525,012222,0.0
6,02,0.0
19,020,0.0
58,0200,0.0
175,02000,0.0
526,020000,0.0
527,020001,0.0
528,020002,0.0
176,02001,0.0
529,020010,0.0
530,020011,0.0
531,020012,0.0
177,02002,0.0
532,020020,0.0
533,020021,0.0
534,020022,0.0
59,0201,0.0
178,02010,0.0
535,020100,0.0
536,020101,0.0
537,020102,0.0
179,02011,0.0
538,020110,0.0
539,020111,0.0
540,020112,0.0
180,02012,0.0
541,020120,0.0
542,020121,0.0
543,020122,0.0
60,0202,0.0
181,02020,0.0
544,020200,0.0
545,020201,0.0
546,020202,0.0
182,02021,0.0
547,020210,0.0
548,020211,0.0
549,020212,0.0
183,02022,0.0
550,020220,0.0
551,020221,0.0
552,020222,0.0
20,021,0.0
61,0210,0.0
184,02100,0.0
553,021000,0.0
554,021001,0.0
555,021002,0.0
185,02101,0.0
556,021010,0.0
557,021011,0.0
558,021012,0.0
186,02102,0.0
559,021020,0.0
560,021021,0.0
561,021022,0.0
62,0211,0.0
187,02110,0.0
562,021100,0.0
563,021101,0.0
564,021102,0.0
188,02111,0.0
565,021110,0.0
566,021111,0.0
567,021112,0.0
189,02112,0.0
568,021120,0.0
569,021121,0.0
570,021122,0.0
63,0212,0.0
190,02120,0.0
571,021200,0.0
572,021201,0.0
573,021202,0.0
191,02121,0.0
574,021210,0.0
575,021211,0.0
576,021212,0.0
192,02122,0.0
577,021220,0.0
578,021221,0.0
579,021222,0.0
21,022,0.0
64,0220,0.0
193,02200,0.0
580,022000,0.0
581,022001,0.0
582,022002,0.0
194,02201,0.0
583,022010,0.0
584,022011,0.0
585,022012,0.0
195,02202,0.0
586,022020,0.0
587,022021,0.0
588,022022,0.0
65,0221,0.0
196,02210,0.0
589,022100,0.0
590,022101,0.0
591,022102,0.0
197,02211,0.0
592,022110,0.0
593,022111,0.0
594,022112,0.0
198,02212,0.0
595,022120,0.0
596,022121,0.0
597,022122,0.0
66,0222,0.0
199,02220,0.0
598,022200,0.0
599,022201,0.0
600,022202,0.0
200,02221,0.0
601,022210,0.0
602,022211,0.0
603,022212,0.0
201,02222,0.0
604,022220,0.0
605,022221,0.0
606,022222,0.0
2,1,0.05761316872427983
7,10,0.0
22,100,0.0
67,1000,0.0
202,10000,0.0
607,100000,0.0
608,100001,0.0
609,100002,0.0
203,10001,0.0
610,100010,0.0
611,100011,0.0
612,100012,0.0
204,10002,0.0
613,100020,0.0
614,100021,0.0
615,100022,0.0
68,1001,0.0
205,10010,0.0
616,100100,0.0
617,100101,0.0
618,100102,0.0
206,10011,0.0
619,100110,0.0
620,100111,0.0
621,100112,0.0
207,10012,0.0
622,100120,0.0
623,100121,0.0
624,100122,0.0
69,1002,0.0
208,10020,0.0
625,100200,0.0
626,100201,0.0
627,100202,0.0
209,10021,0.0
628,100210,0.0
629,100211,0.0
630,100212,0.0
210,10022,0.0
631,100220,0.0
632,100221,0.0
633,100222,0.0
23,101,0.0
70,1010,0.0
211,10100,0.0
634,101000,0.0
635,101001,0.0
636,101002,0.0
212,10101,0.0
637,101010,0.0
638,101011,0.0
639,101012,0.0
213,10102,0.0
640,101020,0.0
641,101021,0.0
642,101022,0.0
71,1011,0.0
214,10110,0.0
643,101100,0.0
644,101101,0.0
645,101102,0.0
215,10111,0.0
646,101110,0.0
647,101111,0.0
648,101112,0.0
216,10112,0.0
649,101120,0.0
650,101121,0.0
651,101122,0.0
72,1012,0.0
217,10120,0.0
652,101200,0.0
653,101201,0.0
654,101202,0.0
218,10121,0.0
655,101210,0.0
656,101211,0.0
657,101212,0.0
219,10122,0.0
658,101220,0.0
659,101221,0.0
660,101222,0.0
24,102,0.0
73,1020,0.0
220,10200,0.0
661,102000,0.0
662,102001,0.0
663,102002,0.0
221,10201,0.0
664,102010,0.0
665,102011,0.0
666,102012,0.0
222,10202,0.0
667,102020,0.0
668,102021,0.0
669,102022,0.0
74,1021,0.0
223,10210,0.0
670,102100,0.0
671,102101,0.0
672,102102,0.0
224,10211,0.0
673,102110,0.0
674,102111,0.0
675,102112,0.0
225,10212,0.0
676,102120,0.0
677,102121,0.0
678,102122,0.0
75,1022,0.0
226,10220,0.0
679,102200,0.0
680,102201,0.0
681,102202,0.0
227,10221,0.0
682,102210,0.0
683,102211,0.0
684,102212,0.0
228,10222,0.0
685,102220,0.0
686,102221,0.0
687,102222,0.0
8,11,0.1728395061728395
25,110,0.0
76,1100,0.0
229,11000,0.0
688,110000,0.0
689,110001,0.0
690,110002,0.0
230,11001,0.0
691,110010,0.0
692,110011,0.0
693,110012,0.0
231,11002,0.0
694,110020,0.0
695,110021,0.0
696,110022,0.0
77,1101,0.0
232,11010,0.0
697,110100,0.0
698,110101,0.0
699,110102,0.0
233,11011,0.0
700,110110,0.0
701,110111,0.0
702,110112,0.0
234,11012,0.0
703,110120,0.0
704,110121,0.0
705,110122,0.0
78,1102,0.0
235,11020,0.0
706,110200,0.0
707,110201,0.0
708,110202,0.0
236,11021,0.0
709,110210,0.0
710,110211,0.0
711,110212,0.0
237,11022,0.0
712,110220,0.0
713,110221,0.0
714,110222,0.0
26,111,0.5185185185185185
79,1110,0.0
238,11100,0.0
715,111000,0.0
716,111001,0.0
717,111002,0.0
239,11101,0.0
718,111010,0.0
719,111011,0.0
720,111012,0.0
240,11102,0.0
721,111020,0.0
722,111021,0.0
723,111022,0.0
80,1111,0.0
241,11110,0.0
724,111100,0.0
725,111101,0.0
726,111102,0.0
242,11111,0.0
727,111110,0.0
728,111111,0.0
729,111112,0.0
243,11112,0.0
730,111120,0.0
731,111121,0.0
732,111122,0.0
81,1112,1.5555555555555554
244,11120,2.0
733,111200,0.0
734,111201,6.0
735,111202,0.0
245,11121,2.6666666666666665
736,111210,0.0
737,111211,0.0
738,111212,8.0
246,11122,0.0
739,111220,0.0
740,111221,0.0
741,111222,0.0
27,112,0.0
82,1120,0.0
247,11200,0.0
742,112000,0.0
743,112001,0.0
744,112002,0.0
248,11201,0.0
745,112010,0.0
746,112011,0.0
747,112012,0.0
249,11202,0.0
748,112020,0.0
749,112021,0.0
750,112022,0.0
83,1121,0.0
250,11210,0.0
751,112100,0.0
752,112101,0.0
753,112102,0.0
251,11211,0.0
754,112110,0.0
755,112111,0.0
756,112112,0.0
252,11212,0.0
757,112120,0.0
758,112121,0.0
759,112122,0.0
84,1122,0.0
253,11220,0.0
760,112200,0.0
761,112201,0.0
762,112202,0.0
254,11221,0.0
763,112210,0.0
764,112211,0.0
765,112212,0.0
255,11222,0.0
766,112220,0.0
767,112221,0.0
768,112222,0.0
9,12,0.0
28,120,0.0
85,1200,0.0
256,12000,0.0
769,120000,0.0
770,120001,0.0
771,120002,0.0
257,12001,0.0
772,120010,0.0
773,120011,0.0
774,120012,0.0
258,12002,0.0
775,120020,0.0
776,120021,0.0
777,120022,0.0
86,1201,0.0
259,12010,0.0
778,120100,0.0
779,120101,0.0
780,120102,0.0
260,12011,0.0
781,120110,0.0
782,120111,0.0
783,120112,0.0
261,12012,0.0
784,120120,0.0
785,120121,0.0
786,120122,0.0
87,1202,0.0
262,12020,0.0
787,120200,0.0
788,120201,0.0
789,120202,0.0
263,12021,0.0
790,120210,0.0
791,120211,0.0
792,120212,0.0
264,12022,0.0
793,120220,0.0
794,120221,0.0
795,120222,0.0
29,121,0.0
88,1210,0.0
265,12100,0.0
796,121000,0.0
797,121001,0.0
798,121002,0.0
266,12101,0.0
799,121010,0.0
800,121011,0.0
801,121012,0.0
267,12102,0.0
802,121020,0.0
803,121021,0.0
804,121022,0.0
89,1211,0.0
268,12110,0.0
805,121100,0.0
806,121101,0.0
807,121102,0.0
269,12111,0.0
808,121110,0.0
809,121111,0.0
810,121112,0.0
270,12112,0.0
811,121120,0.0
812,121121,0.0
813,121122,0.0
90,1212,0.0
271,12120,0.0
814,121200,0.0
815,121201,0.0
816,121202,0.0
272,12121,0.0
817,121210,0.0
818,121211,0.0
819,121212,0.0
273,12122,0.0
820,121220,0.0
821,121221,0.0
822,121222,0.0
30,122,0.0
91,1220,0.0
274,12200,0.0
823,122000,0.0
824,122001,0.0
825,122002,0.0
275,12201,0.0
826,122010,0.0
827,122011,0.0
828,122012,0.0
276,12202,0.0
829,122020,0.0
830,122021,0.0
831,122022,0.0
92,1221,0.0
277,12210,0.0
832,122100,0.0
833,122101,0.0
834,122102,0.0
278,12211,0.0
835,122110,0.0
836,122111,0.0
837,122112,0.0
279,12212,0.0
838,122120,0.0
839,122121,0.0
840,122122,0.0
93,1222,0.0
280,12220,0.0
841,122200,0.0
842,122201,0.0
843,122202,0.0
281,12221,0.0
844,122210,0.0
845,122211,0.0
846,122212,0.0
282,12222,0.0
847,122220,0.0
848,122221,0.0
849,122222,0.0
3,2,0.0
10,20,0.0
31,200,0.0
94,2000,0.0
283,20000,0.0
850,200000,0.0
851,200001,0.0
852,200002,0.0
284,20001,0.0
853,200010,0.0
854,200011,0.0
855,200012,0.0
285,20002,0.0
856,200020,0.0
857,200021,0.0
858,200022,0.0
95,2001,0.0
286,20010,0.0
859,200100,0.0
860,200101,0.0
861,200102,0.0
287,20011,0.0
862,200110,0.0
863,200111,0.0
864,200112,0.0
288,20012,0.0
865,200120,0.0
866,200121,0.0
867,200122,0.0
96,2002,0.0
289,20020,0.0
868,200200,0.0
869,200201,0.0
870,200202,0.0
290,20021,0.0
871,200210,0.0
872,200211,0.0
873,200212,0.0
291,20022,0.0
874,200220,0.0
875,200221,0.0
876,200222,0.0
32,201,0.0
97,2010,0.0
292,20100,0.0
877,201000,0.0
878,201001,0.0
879,201002,0.0
293,20101,0.0
880,201010,0.0
881,201011,0.0
882,201012,0.0
294,20102,0.0
883,201020,0.0
884,201021,0.0
885,201022,0.0
98,2011,0.0
295,20110,0.0
886,201100,0.0
887,201101,0.0
888,201102,0.0
296,20111,0.0
889,201110,0.0
890,201111,0.0
891,201112,0.0
297,20112,0.0
892,201120,0.0
893,201121,0.0
894,201122,0.0
99,2012,0.0
298,20120,0.0
895,201200,0.0
896,201201,0.0
897,201202,0.0
299,20121,0.0
898,201210,0.0
899,201211,0.0
900,201212,0.0
300,20122,0.0
901,201220,0.0
902,201221,0.0
903,201222,0.0
33,202,0.0
100,2020,0.0
301,20200,0.0
904,202000,0.0
905,202001,0.0
906,202002,0.0
302,20201,0.0
907,202010,0.0
908,202011,0.0
909,202012,0.0
303,20202,0.0
910,202020,0.0
911,202021,0.0
912,202022,0.0
101,2021,0.0
304,20210,0.0
913,202100,0.0
914,202101,0.0
915,202102,0.0
305,20211,0.0
916,202110,0.0
917,202111,0.0
918,202112,0.0
306,20212,0.0
919,202120,0.0
920,202121,0.0
921,202122,0.0
102,2022,0.0
307,20220,0.0
922,202200,0.0
923,202201,0.0
924,202202,0.0
308,20221,0.0
925,202210,0.0
926,202211,0.0
927,202212,0.0
309,20222,0.0
928,202220,0.0
929,202221,0.0
930,202222,0.0
11,21,0.0
34,210,0.0
103,2100,0.0
310,21000,0.0
931,210000,0.0
932,210001,0.0
933,210002,0.0
311,21001,0.0
934,210010,0.0
935,210011,0.0
936,210012,0.0
312,21002,0.0
937,210020,0.0
938,210021,0.0
939,210022,0.0
104,2101,0.0
313,21010,0.0
940,210100,0.0
941,210101,0.0
942,210102,0.0
314,21011,0.0
943,210110,0.0
944,210111,0.0
945,210112,0.0
315,21012,0.0
946,210120,0.0
947,210121,0.0
948,210122,0.0
105,2102,0.0
316,21020,0.0
949,210200,0.0
950,210201,0.0
951,210202,0.0
317,21021,0.0
952,210210,0.0
953,210211,0.0
954,210212,0.0
318,21022,0.0
955,210220,0.0
956,210221,0.0
957,210222,0.0
35,211,0.0
106,2110,0.0
319,21100,0.0
958,211000,0.0
959,211001,0.0
960,211002,0.0
320,21101,0.0
961,211010,0.0
962,211011,0.0
963,211012,0.0
321,21102,0.0
964,211020,0.0
965,211021,0.0
966,211022,0.0
107,2111,0.0
322,21110,0.0
967,211100,0.0
968,211101,0.0
969,211102,0.0
323,21111,0.0
970,211110,0.0
971,211111,0.0
972,211112,0.0
324,21112,0.0
973,211120,0.0
974,211121,0.0
975,211122,0.0
108,2112,0.0
325,21120,0.0
976,211200,0.0
977,211201,0.0
978,211202,0.0
326,21121,0.0
979,211210,0.0
980,211211,0.0
981,211212,0.0
327,21122,0.0
982,211220,0.0
983,211221,0.0
984,211222,0.0
36,212,0.0
109,2120,0.0
328,21200,0.0
985,212000,0.0
986,212001,0.0
987,212002,0.0
329,21201,0.0
988,212010,0.0
989,212011,0.0
990,212012,0.0
330,21202,0.0
991,212020,0.0
992,212021,0.0
993,212022,0.0
110,2121,0.0
331,21210,0.0
994,212100,0.0
995,212101,0.0
996,212102,0.0
332,21211,0.0
997,212110,0.0
998,212111,0.0
999,212112,0.0
333,21212,0.0
1000,212120,0.0
1001,212121,0.0
1002,212122,0.0
111,2122,0.0
334,21220,0.0
1003,212200,0.0
1004,212201,0.0
1005,212202,0.0
335,21221,0.0
1006,212210,0.0
1007,212211,0.0
1008,212212,0.0
336,21222,0.0
1009,212220,0.0
1010,212221,0.0
1011,212222,0.0
12,22,0.0
37,220,0.0
112,2200,0.0
337,22000,0.0
1012,220000,0.0
1013,220001,0.0
1014,220002,0.0
338,22001,0.0
1015,220010,0.0
1016,220011,0.0
1017,220012,0.0
339,22002,0.0
1018,220020,0.0
1019,220021,0.0
1020,220022,0.0
113,2201,0.0
340,22010,0.0
1021,220100,0.0
1022,220101,0.0
1023,220102,0.0
341,22011,0.0
1024,220110,0.0
1025,220111,0.0
1026,220112,0.0
342,22012,0.0
1027,220120,0.0
1028,220121,0.0
1029,220122,0.0
114,2202,0.0
343,22020,0.0
1030,220200,0.0
1031,220201,0.0
1032,220202,0.0
344,22021,0.0
1033,220210,0.0
1034,220211,0.0
1035,220212,0.0
345,22022,0.0
1036,220220,0.0
1037,220221,0.0
1038,220222,0.0
38,221,0.0
115,2210,0.0
346,22100,0.0
1039,221000,0.0
1040,221001,0.0
1041,221002,0.0
347,22101,0.0
1042,221010,0.0
1043,221011,0.0
1044,221012,0.0
348,22102,0.0
1045,221020,0.0
1046,221021,0.0
1047,221022,0.0
116,2211,0.0
349,22110,0.0
1048,221100,0.0
1049,221101,0.0
1050,221102,0.0
350,22111,0.0
1051,221110,0.0
1052,221111,0.0
1053,221112,0.0
351,22112,0.0
1054,221120,0.0
1055,221121,0.0
1056,221122,0.0
117,2212,0.0
352,22120,0.0
1057,221200,0.0
1058,221201,0.0
1059,221202,0.0
353,22121,0.0
1060,221210,0.0
1061,221211,0.0
1062,221212,0.0
354,22122,0.0
1063,221220,0.0
1064,221221,0.0
1065,221222,0.0
39,222,0.0
118,2220,0.0
355,22200,0.0
1066,222000,0.0
1067,222001,0.0
1068,222002,0.0
356,22201,0.0
1069,222010,0.0
1070,222011,0.0
1071,222012,0.0
357,22202,0.0
1072,222020,0.0
1073,222021,0.0
1074,222022,0.0
119,2221,0.0
358,22210,0.0
1075,222100,0.0
1076,222101,0.0
1077,222102,0.0
359,22211,0.0
1078,222110,0.0
1079,222111,0.0
1080,222112,0.0
360,22212,0.0
1081,222120,0.0
1082,222121,0.0
1083,222122,0.0
120,2222,0.0
361,22220,0.0
1084,222200,0.0
1085,222201,0.0
1086,222202,0.0
362,22221,0.0
1087,222210,0.0
1088,222211,0.0
1089,222212,0.0
363,22222,0.0
1090,222220,0.0
1091,222221,0.0
1092,222222,0.0
