path,value
101001,0.0
101002,0.0
101010,0.0
101011,0.0
101012,0.0
101020,0.0
101021,0.0
101022,0.0
101100,0.0
101101,0.0
101102,0.0
101110,0.0
101111,0.0
101112,0.0
101120,0.0
101121,0.0
101122,0.0
101200,0.0
101201,0.0
101202,0.0
101210,0.0
101211,0.0
101212,0.0
101220,0.0
101221,0.0
101222,0.0
102000,0.0
102001,0.0
102002,0.0
102010,0.0
102011,0.0
102012,0.0
102020,0.0
102021,0.0
102022,0.0
102100,0.0
102101,0.0
102102,0.0
102110,0.0
102111,0.0
102112,0.0
102120,0.0
102121,0.0
102122,0.0
102200,0.0
102201,0.0
102202,0.0
102210,0.0
102211,0.0
102212,0.0
102220,0.0
102221,0.0
102222,0.0
110000,0.0
110001,0.0
110002,0.0
110010,0.0
110011,0.0
110012,0.0
110020,0.0
110021,0.0
110022,0.0
110100,0.0
110101,0.0
110102,0.0
110110,0.0
110111,0.0
110112,0.0
110120,0.0
110121,0.0
110122,0.0
110200,0.0
110201,0.0
110202,0.0
110210,0.0
110211,0.0
110212,0.0
110220,0.0
110221,0.0
110222,0.0
111000,0.0
111001,0.0
111002,0.0
111010,0.0
111011,0.0
111012,0.0
111020,0.0
111021,0.0
111022,0.0
111100,0.0
111101,0.0
111102,0.0
111110,0.0
111111,0.0
111112,0.0
111120,0.0
111121,0.0
111122,0.0
111200,0.0
111201,0.0
111202,0.0
111210,0.0
111211,0.0
111212,0.0
111220,0.0
111221,0.0
111222,0.0
112000,0.0
112001,0.0
112002,0.0
112010,0.0
112011,0.0
112012,0.0
112020,0.0
112021,0.0
112022,0.0
112100,0.0
112101,0.0
112102,0.0
112110,0.0
112111,0.0
112112,0.0
112120,0.0
112121,0.0
112122,0.0
112200,0.0
112201,0.0
112202,0.0
112210,0.0
112211,0.0
112212,0.0
112220,0.0
112221,0.0
112222,0.0
120000,0.0
120001,0.0
120002,0.0
120010,0.0
120011,0.0
120012,0.0
120020,0.0
120021,0.0
120022,0.0
120100,0.0
120101,0.0
120102,0.0
120110,0.0
120111,0.0
120112,0.0
120120,0.0
120121,0.0
120122,0.0
120200,0.0
120201,0.0
120202,0.0
120210,0.0
120211,0.0
120212,0.0
120220,0.0
120221,0.0
120222,0.0
121000,0.0
121001,0.0
121002,0.0
121010,0.0
121011,0.0
121012,0.0
121020,0.0
121021,0.0
121022,0.0
121100,0.0
121101,0.0
121102,0.0
121110,0.0
121111,0.0
121112,0.0
121120,0.0
121121,0.0
121122,0.0
121200,0.0
121201,0.0
121202,0.0
121210,0.0
121211,0.0
121212,0.0
121220,0.0
121221,0.0
121222,0.0
122000,0.0
122001,0.0
122002,0.0
122010,0.0
122011,0.0
122012,0.0
122020,0.0
122021,0.0
122022,0.0
122100,0.0
122101,0.0
122102,0.0
122110,0.0
122111,0.0
122112,0.0
122120,0.0
122121,0.0
122122,0.0
122200,0.0
122201,0.0
122202,0.0
122210,0.0
122211,0.0
122212,0.0
122220,0.0
122221,0.0
122222,0.0
200000,0.0
200001,0.0
200002,0.0
200010,0.0
200011,0.0
200012,0.0
200020,0.0
200021,0.0
200022,0.0
200100,0.0
200101,0.0
200102,0.0
200110,0.0
200111,0.0
200112,0.0
200120,0.0
200121,0.0
200122,0.0
200200,0.0
200201,0.0
200202,0.0
200210,0.0
200211,0.0
200212,0.0
200220,0.0
200221,0.0
200222,0.0
201000,0.0
201001,0.0
201002,0.0
201010,0.0
201011,0.0
201012,0.0
201020,0.0
201021,0.0
201022,0.0
201100,0.0
201101,0.0
201102,0.0
201110,0.0
201111,0.0
201112,0.0
201120,0.0
201121,0.0
201122,0.0
201200,0.0
201201,0.0
201202,0.0
201210,0.0
201211,0.0
201212,0.0
201220,0.0
201221,0.0
201222,0.0
202000,0.0
202001,0.0
202002,0.0
202010,0.0
202011,0.0
202012,0.0
202020,0.0
202021,0.0
202022,0.0
202100,0.0
202101,0.0
202102,0.0
202110,0.0
202111,0.0
202112,0.0
202120,0.0
202121,0.0
202122,0.0
202200,0.0
202201,0.0
202202,0.0
202210,0.0
202211,0.0
202212,0.0
202220,0.0
202221,0.0
202222,0.0
210000,0.0
210001,0.0
210002,0.0
210010,0.0
210011,0.0
210012,0.0
210020,0.0
210021,0.0
210022,0.0
210100,0.0
210101,0.0
210102,0.0
210110,0.0
210111,0.0
210112,0.0
210120,0.0
210121,0.0
210122,0.0
210200,0.0
210201,0.0
210202,0.0
210210,0.0
210211,0.0
210212,0.0
210220,0.0
210221,0.0
210222,0.0
211000,0.0
211001,0.0
211002,0.0
211010,0.0
211011,0.0
211012,0.0
211020,0.0
211021,0.0
211022,0.0
211100,0.0
211101,0.0
211102,0.0
211110,0.0
211111,0.0
211112,0.0
211120,0.0
211121,0.0
211122,0.0
211200,0.0
211201,0.0
211202,0.0
211210,0.0
211211,0.0
211212,0.0
211220,0.0
211221,0.0
211222,0.0
212000,0.0
212001,0.0
212002,0.0
212010,0.0
212011,0.0
212012,0.0
212020,0.0
212021,0.0
212022,0.0
212100,0.0
212101,0.0
212102,0.0
212110,0.0
212111,0.0
212112,0.0
212120,0.0
212121,0.0
212122,0.0
212200,0.0
212201,0.0
212202,0.0
212210,0.0
212211,0.0
212212,0.0
212220,0.0
212221,0.0
212222,0.0
220000,0.0
220001,0.0
220002,0.0
220010,0.0
220011,0.0
220012,0.0
220020,0.0
220021,0.0
220022,0.0
220100,0.0
220101,0.0
220102,0.0
220110,0.0
220111,0.0
220112,0.0
220120,0.0
220121,0.0
220122,0.0
220200,0.0
220201,0.0
220202,0.0
220210,0.0
220211,0.0
220212,0.0
220220,0.0
220221,0.0
220222,0.0
221000,0.0
221001,0.0
221002,0.0
221010,0.0
221011,0.0
221012,0.0
221020,0.0
221021,0.0
221022,0.0
221100,0.0
221101,0.0
221102,0.0
221110,0.0
221111,0.0
221112,0.0
221120,0.0
221121,0.0
221122,0.0
221200,0.0
221201,0.0
221202,0.0
221210,0.0
221211,0.0
221212,0.0
221220,0.0
221221,0.0
221222,0.0
222000,0.0
222001,0.0
222002,0.0
222010,0.0
222011,0.0
222012,0.0
222020,0.0
222021,0.0
222022,0.0
222100,0.0
222101,0.0
222102,0.0
222110,0.0
222111,0.0
222112,0.0
222120,0.0
222121,0.0
222122,0.0
222200,0.0
222201,0.0
222202,0.0
222210,0.0
222211,0.0
222212,0.0
222220,0.0
222221,0.0
222222,0.0
